index_condition,query_condition,query_id,recall,entry_point_dist,layer1_visits,base_visited,lb_trace_len,lb_trace_final
full_rebuild,in_distribution,153,0.1,6797.008789,16,52,52,201.210007
full_rebuild,in_distribution,154,0.3,6652.223633,32,57,57,181.884979
full_rebuild,in_distribution,155,0.3,5968.859375,32,71,71,198.387009
full_rebuild,in_distribution,156,0.1,6366.498047,16,59,59,174.213989
full_rebuild,in_distribution,157,0.4,7588.797363,32,56,56,176.228317
full_rebuild,in_distribution,158,0.3,302.885742,64,50,50,202.474152
full_rebuild,in_distribution,159,0.3,5610.394531,48,50,50,187.430969
full_rebuild,in_distribution,160,0.4,5636.146484,48,61,61,181.160812
full_rebuild,in_distribution,161,0.5,8762.998047,32,51,51,166.653244
full_rebuild,in_distribution,162,0.4,6298.02832,16,54,54,163.27359
full_rebuild,in_distribution,163,0.5,6757.807129,48,57,57,166.314011
full_rebuild,in_distribution,164,0.3,7507.880859,16,60,60,160.698212
full_rebuild,in_distribution,165,0.6,8499.567383,48,56,56,175.129395
full_rebuild,in_distribution,166,0.1,6690.036133,32,56,56,169.901917
full_rebuild,in_distribution,167,0.2,6257.882324,48,61,61,179.495651
full_rebuild,in_distribution,168,0.5,6044.95459,32,54,54,183.90979
full_rebuild,in_distribution,169,0.2,6566.98291,64,60,60,181.402039
full_rebuild,in_distribution,170,0.1,6217.595215,16,58,58,173.743973
full_rebuild,in_distribution,171,0.4,8402.841797,32,55,55,187.957825
full_rebuild,in_distribution,172,0.3,7140.646484,31,67,67,203.681854
full_rebuild,in_distribution,173,0.2,6176.304199,16,54,54,163.474182
full_rebuild,in_distribution,174,0.1,6136.404297,112,50,50,211.333466
full_rebuild,in_distribution,175,0.3,7106.046875,16,56,56,176.192123
full_rebuild,in_distribution,176,0.1,5700.141113,32,69,69,207.519791
full_rebuild,in_distribution,177,0.3,5920.936035,48,52,52,176.812439
full_rebuild,in_distribution,178,0.4,6370.203125,32,52,52,148.24913
full_rebuild,in_distribution,179,0.2,5560.096191,16,53,53,182.467209
full_rebuild,in_distribution,180,0.4,6014.883301,48,53,53,163.511185
full_rebuild,in_distribution,181,0.5,6532.848145,16,64,64,158.183533
full_rebuild,in_distribution,182,0.2,5805.096191,16,54,54,171.564438
full_rebuild,in_distribution,183,0.6,246.273712,32,52,52,170.314575
full_rebuild,in_distribution,184,0.2,6820.427246,16,51,51,172.471039
full_rebuild,in_distribution,185,0.2,5784.470703,44,52,52,199.086243
full_rebuild,in_distribution,186,0.3,6821.818359,16,56,56,186.423721
full_rebuild,in_distribution,187,0.5,5939.544434,48,57,57,175.056946
full_rebuild,in_distribution,188,0.1,5508.029297,48,57,57,169.613647
full_rebuild,in_distribution,189,0.3,8366.78125,48,68,68,187.077759
full_rebuild,in_distribution,190,0.4,6608.889648,16,57,57,182.871292
full_rebuild,in_distribution,191,0.5,5776.265137,32,71,71,184.572937
full_rebuild,in_distribution,192,0.2,6532.622559,16,61,61,208.449554
full_rebuild,in_distribution,193,0.2,7071.115234,16,62,62,189.616135
full_rebuild,in_distribution,194,0.2,6191.229492,32,55,55,181.208771
full_rebuild,in_distribution,195,0.2,8033.779785,32,54,54,177.551392
full_rebuild,in_distribution,196,0.5,7672.402832,16,51,51,162.393509
full_rebuild,in_distribution,197,0.6,6924.09082,96,51,51,184.877167
full_rebuild,in_distribution,198,0.4,6394.901367,16,50,50,181.231003
full_rebuild,in_distribution,199,0.3,5506.222656,32,51,51,192.81955
full_rebuild,in_distribution,200,0.4,6217.095703,29,52,52,181.651642
full_rebuild,in_distribution,201,0.1,241.501541,16,54,54,194.631531
full_rebuild,in_distribution,202,0.7,6678.135742,32,57,57,178.610992
full_rebuild,in_distribution,203,0.2,8089.016602,32,54,54,176.419174
full_rebuild,in_distribution,204,0.4,7428.855469,13,66,66,160.304749
full_rebuild,in_distribution,205,0.4,8440.280273,16,51,51,190.620773
full_rebuild,in_distribution,206,0.1,6157.878906,16,52,52,184.353165
full_rebuild,in_distribution,207,0.4,250.730042,32,51,51,164.452911
full_rebuild,in_distribution,208,0.3,5437.17627,32,56,56,157.707397
full_rebuild,in_distribution,209,0.3,6327.115234,32,52,52,180.082947
full_rebuild,in_distribution,210,0.2,6513.875,16,55,55,180.579132
full_rebuild,in_distribution,211,0.4,6309.068848,32,55,55,180.997757
full_rebuild,in_distribution,212,0.2,6455.722656,32,54,54,173.791595
full_rebuild,in_distribution,213,0.3,5762.11084,32,55,55,167.558609
full_rebuild,in_distribution,214,0.4,6589.664551,16,70,70,192.709274
full_rebuild,in_distribution,215,0.3,6829.65625,128,53,53,183.646057
full_rebuild,in_distribution,216,0.5,6523.114746,32,63,63,154.773956
full_rebuild,in_distribution,217,0.4,7346.181641,16,51,51,173.023682
full_rebuild,in_distribution,218,0.7,6525.40918,48,66,66,165.805206
full_rebuild,in_distribution,219,0.3,8090.741211,16,65,65,201.27565
full_rebuild,in_distribution,220,0.3,7220.719727,32,50,50,160.357788
full_rebuild,in_distribution,221,0.1,6924.97168,32,52,52,165.588226
full_rebuild,in_distribution,222,0.1,5884.464844,16,56,56,183.009338
full_rebuild,in_distribution,223,0.2,6239.579102,32,56,56,165.510941
full_rebuild,in_distribution,224,0.6,207.236206,16,54,54,159.397781
full_rebuild,in_distribution,225,0.4,7510.438965,32,59,59,178.090805
full_rebuild,in_distribution,226,0.2,7935.721191,16,60,60,163.557434
full_rebuild,in_distribution,227,0.4,8288.445312,16,54,54,165.251556
full_rebuild,in_distribution,228,0.1,6070.860352,15,57,57,187.581375
full_rebuild,in_distribution,229,0.6,6601.467773,16,64,64,166.469177
full_rebuild,in_distribution,230,0.4,6414.400879,16,56,56,154.559937
full_rebuild,in_distribution,231,0.8,5743.569824,32,74,74,185.272446
full_rebuild,in_distribution,232,0.3,5787.11377,32,64,64,172.678772
full_rebuild,in_distribution,233,0.2,253.479187,16,64,64,170.300629
full_rebuild,in_distribution,234,0.4,248.997833,32,60,60,173.585022
full_rebuild,in_distribution,235,0.3,6638.540527,48,51,51,182.582581
full_rebuild,in_distribution,236,0.5,5888.021973,16,61,61,189.272736
full_rebuild,in_distribution,237,0.2,6843.57373,16,58,58,169.332443
full_rebuild,in_distribution,238,0.1,6038.953613,64,58,58,171.402786
full_rebuild,in_distribution,239,0.5,252.761597,16,51,51,173.478424
full_rebuild,in_distribution,240,0.3,6500.342773,32,59,59,171.061615
full_rebuild,in_distribution,241,0.3,7653.056641,16,66,66,174.469711
full_rebuild,in_distribution,242,0.1,5949.333008,48,53,53,171.717651
full_rebuild,in_distribution,243,0.4,6091.703613,32,59,59,175.222717
full_rebuild,in_distribution,244,0.6,5721.816895,16,63,63,193.328827
full_rebuild,in_distribution,245,0.5,6747.803711,16,51,51,174.596451
full_rebuild,in_distribution,246,0.3,5672.100586,32,61,61,174.208221
full_rebuild,in_distribution,247,0.3,5959.261719,64,50,50,178.724045
full_rebuild,in_distribution,248,0.1,227.639465,32,54,54,162.240311
full_rebuild,in_distribution,249,0.1,5650.986816,16,62,62,202.640396
full_rebuild,in_distribution,250,0.4,6067.621582,16,64,64,162.264465
full_rebuild,in_distribution,251,0.5,6340.533691,46,56,56,182.667435
full_rebuild,in_distribution,252,0.4,5718.495605,16,66,66,181.519745
full_rebuild,in_distribution,253,0.3,6516.985352,32,51,51,172.006897
full_rebuild,in_distribution,254,0.0,8441.279297,64,55,55,175.151962
full_rebuild,in_distribution,255,0.2,5726.150879,16,62,62,154.298218
full_rebuild,in_distribution,256,0.3,258.92572,16,56,56,196.41655
full_rebuild,in_distribution,257,0.3,5788.293945,16,53,53,178.218369
full_rebuild,in_distribution,258,0.2,7842.272949,32,51,51,176.901428
full_rebuild,in_distribution,259,0.4,5703.214355,16,54,54,175.80072
full_rebuild,in_distribution,260,0.4,6538.078613,32,59,59,174.837311
full_rebuild,in_distribution,261,0.4,6052.594727,48,52,52,176.334503
full_rebuild,in_distribution,262,0.2,6092.616211,16,61,61,170.399078
full_rebuild,in_distribution,263,0.1,6858.909668,32,57,57,174.859802
full_rebuild,in_distribution,264,0.4,7147.158203,16,51,51,200.680679
full_rebuild,in_distribution,265,0.0,5711.355957,32,62,62,185.908478
full_rebuild,in_distribution,266,0.2,5488.756836,16,58,58,196.551529
full_rebuild,in_distribution,267,0.2,6084.425781,16,52,52,191.376068
full_rebuild,in_distribution,268,0.2,8195.551758,80,61,61,173.795105
full_rebuild,in_distribution,269,0.4,6664.5625,16,55,55,164.944397
full_rebuild,in_distribution,270,0.3,7119.364258,16,54,54,196.078949
full_rebuild,in_distribution,271,0.2,7935.868652,32,53,53,173.642624
full_rebuild,in_distribution,272,0.2,7010.023438,16,54,54,181.24472
full_rebuild,in_distribution,273,0.2,5613.136719,16,53,53,175.760483
full_rebuild,in_distribution,274,0.7,5791.592773,32,51,51,177.142715
full_rebuild,in_distribution,275,0.1,5383.661621,32,55,55,158.759399
full_rebuild,in_distribution,276,0.2,6024.722656,32,58,58,166.9048
full_rebuild,in_distribution,277,0.2,7107.116211,32,56,56,207.612946
full_rebuild,in_distribution,278,0.5,6528.930664,32,55,55,169.489273
full_rebuild,in_distribution,279,0.4,5929.080078,32,59,59,193.267548
full_rebuild,in_distribution,280,0.4,7332.742188,16,57,57,192.899658
full_rebuild,in_distribution,281,0.2,6350.369629,48,57,57,159.88063
full_rebuild,in_distribution,282,0.1,5998.352051,16,50,50,177.276184
full_rebuild,in_distribution,283,0.1,7015.811523,16,52,52,192.62915
full_rebuild,in_distribution,284,0.1,6427.327148,48,54,54,202.086823
full_rebuild,in_distribution,285,0.6,6591.122559,48,50,50,186.797455
full_rebuild,in_distribution,286,0.0,5617.423828,16,59,59,202.539276
full_rebuild,in_distribution,287,0.4,7738.313477,46,58,58,174.840851
full_rebuild,in_distribution,288,0.3,6637.995605,32,50,50,187.529999
full_rebuild,in_distribution,289,0.3,6233.557617,16,62,62,158.182953
full_rebuild,in_distribution,290,0.2,5728.638184,80,52,52,179.977493
full_rebuild,in_distribution,291,0.3,6082.598633,46,59,59,193.178864
full_rebuild,in_distribution,292,0.4,5401.759277,32,58,58,180.475739
full_rebuild,in_distribution,293,0.2,5918.442871,32,55,55,171.532837
full_rebuild,in_distribution,294,0.2,255.00174,32,66,66,205.390701
full_rebuild,in_distribution,295,0.3,6503.553711,16,63,63,169.953278
full_rebuild,in_distribution,296,0.5,6209.039062,16,60,60,155.615326
full_rebuild,in_distribution,297,0.3,5637.114258,16,64,64,184.521591
full_rebuild,in_distribution,298,0.2,6720.204102,16,53,53,159.259521
full_rebuild,in_distribution,299,0.1,301.522156,32,52,52,191.72493
full_rebuild,in_distribution,300,0.2,6389.633789,16,60,60,179.026794
full_rebuild,in_distribution,301,0.4,5466.664062,32,64,64,191.760941
full_rebuild,in_distribution,302,0.0,6741.398438,48,57,57,163.64296
full_rebuild,in_distribution,303,0.3,6724.943359,48,51,51,206.064301
full_rebuild,in_distribution,304,0.5,8110.301758,32,55,55,180.505615
full_rebuild,in_distribution,305,0.8,6000.309082,32,54,54,159.454651
full_rebuild,in_distribution,306,0.1,6304.074219,16,51,51,182.965546
full_rebuild,in_distribution,307,0.5,6570.417969,16,59,59,189.109329
full_rebuild,in_distribution,308,0.1,6431.362305,32,56,56,182.743286
full_rebuild,in_distribution,309,0.2,6456.521484,16,57,57,201.628891
full_rebuild,in_distribution,310,0.2,6646.262695,16,53,53,166.836914
full_rebuild,in_distribution,311,0.4,6047.023926,30,59,59,175.819519
full_rebuild,in_distribution,312,0.3,8183.791504,48,63,63,176.182449
full_rebuild,in_distribution,313,0.3,8395.902344,16,53,53,180.020477
full_rebuild,in_distribution,314,0.2,6223.976074,48,50,50,192.840271
full_rebuild,in_distribution,315,0.6,7163.089355,32,55,55,173.798096
full_rebuild,in_distribution,316,0.4,7764.87207,16,57,57,181.39473
full_rebuild,in_distribution,317,0.3,8207.586914,32,52,52,169.859985
full_rebuild,in_distribution,318,0.2,7440.631836,32,55,55,156.961395
full_rebuild,in_distribution,319,0.2,279.870941,16,67,67,161.758881
full_rebuild,in_distribution,320,0.3,6767.194824,32,57,57,179.710617
full_rebuild,in_distribution,321,0.3,6593.883789,16,62,62,214.461792
full_rebuild,in_distribution,322,0.4,7688.958496,16,51,51,182.172394
full_rebuild,in_distribution,323,0.3,5899.32959,47,67,67,194.402039
full_rebuild,in_distribution,324,0.3,8169.179199,47,57,57,197.686157
full_rebuild,in_distribution,325,0.3,6383.880371,16,64,64,195.091476
full_rebuild,in_distribution,326,0.3,6850.793945,32,56,56,183.392288
full_rebuild,in_distribution,327,0.3,6670.021973,80,62,62,176.915146
full_rebuild,in_distribution,328,0.0,7574.246094,48,58,58,192.294739
full_rebuild,in_distribution,329,0.4,5545.031738,16,52,52,191.158066
full_rebuild,in_distribution,330,0.1,5932.148438,32,66,66,183.305527
full_rebuild,in_distribution,331,0.3,313.136841,16,55,55,194.5233
full_rebuild,in_distribution,332,0.5,7562.377441,16,55,55,181.671524
full_rebuild,in_distribution,333,0.2,5731.141602,32,53,53,165.351746
full_rebuild,in_distribution,334,0.1,5811.164551,32,53,53,218.606354
full_rebuild,in_distribution,335,0.5,5484.394043,32,52,52,197.513885
full_rebuild,in_distribution,336,0.2,7047.764648,32,59,59,184.920792
full_rebuild,in_distribution,337,0.0,6987.834961,16,57,57,178.4505
full_rebuild,in_distribution,338,0.2,6660.884766,16,51,51,191.353729
full_rebuild,in_distribution,339,0.7,6702.056641,16,58,58,158.480606
full_rebuild,in_distribution,340,0.1,6137.588867,16,57,57,194.284225
full_rebuild,in_distribution,341,0.1,6124.164551,32,54,54,174.936447
full_rebuild,in_distribution,342,0.2,6903.379883,32,53,53,204.303345
full_rebuild,in_distribution,343,0.3,6593.493652,16,57,57,189.298874
full_rebuild,in_distribution,344,0.2,6633.591797,32,63,63,194.140808
full_rebuild,in_distribution,345,0.2,6672.385254,16,50,50,183.944901
full_rebuild,in_distribution,346,0.5,6493.308594,16,62,62,196.50412
full_rebuild,in_distribution,347,0.4,7501.000977,32,73,73,169.785172
full_rebuild,in_distribution,348,0.3,6918.303223,16,76,76,157.330994
full_rebuild,in_distribution,349,0.2,6016.28125,16,57,57,194.496307
full_rebuild,in_distribution,350,0.5,5505.952148,16,54,54,169.857513
full_rebuild,in_distribution,351,0.3,5671.216797,16,51,51,175.057785
full_rebuild,in_distribution,352,0.4,8031.480469,48,58,58,202.467239
full_rebuild,in_distribution,353,0.4,6784.388184,32,58,58,180.06131
full_rebuild,in_distribution,354,0.4,5713.470215,32,52,52,173.952713
full_rebuild,in_distribution,355,0.2,5824.138672,32,64,64,181.768051
full_rebuild,in_distribution,356,0.4,6769.549805,16,52,52,175.65686
full_rebuild,in_distribution,357,0.3,6568.142578,16,65,65,177.979019
full_rebuild,in_distribution,358,0.2,8500.935547,16,53,53,177.461197
full_rebuild,in_distribution,359,0.4,5862.82373,16,56,56,171.032669
full_rebuild,in_distribution,360,0.3,6265.791992,48,52,52,179.44931
full_rebuild,in_distribution,361,0.3,5841.267578,32,54,54,173.18689
full_rebuild,in_distribution,362,0.7,5746.214844,16,58,58,174.253876
full_rebuild,in_distribution,363,0.3,6658.058594,48,62,62,188.409821
full_rebuild,in_distribution,364,0.3,6047.699707,31,52,52,187.073593
full_rebuild,in_distribution,365,0.4,7031.355469,48,58,58,196.643936
full_rebuild,in_distribution,366,0.3,5399.422852,16,54,54,173.577072
full_rebuild,in_distribution,367,0.6,8158.0,64,50,50,178.000076
full_rebuild,in_distribution,368,0.1,6529.621094,16,56,56,184.754547
full_rebuild,in_distribution,369,0.3,6216.031738,16,57,57,182.060242
full_rebuild,in_distribution,370,0.2,5834.424316,32,51,51,189.932983
full_rebuild,in_distribution,371,0.2,6474.664551,48,57,57,181.775772
full_rebuild,in_distribution,372,0.1,5747.686035,48,51,51,199.077698
full_rebuild,in_distribution,373,0.6,6695.141113,32,52,52,179.541977
full_rebuild,in_distribution,374,0.4,7846.02832,32,67,67,175.748581
full_rebuild,in_distribution,375,0.5,8276.262695,16,65,65,172.452057
full_rebuild,in_distribution,376,0.3,5837.467285,48,54,54,184.691406
full_rebuild,in_distribution,377,0.4,313.822388,32,57,57,184.229172
full_rebuild,in_distribution,378,0.4,6515.423828,14,51,51,200.51709
full_rebuild,in_distribution,379,0.5,8007.902832,32,51,51,182.948547
full_rebuild,in_distribution,380,0.2,5690.203613,16,65,65,186.114792
full_rebuild,in_distribution,381,0.2,7646.465332,48,59,59,162.04039
full_rebuild,in_distribution,382,0.3,7603.517578,32,53,53,183.213638
full_rebuild,in_distribution,383,0.0,5522.367188,16,53,53,185.027969
full_rebuild,in_distribution,384,0.1,6990.877441,15,50,50,189.79129
full_rebuild,in_distribution,385,0.3,7897.579102,48,62,62,193.822693
full_rebuild,in_distribution,386,0.3,7713.150391,16,58,58,185.405746
full_rebuild,in_distribution,387,0.3,7632.935547,16,54,54,168.576324
full_rebuild,in_distribution,388,0.4,5724.357422,16,60,60,168.306366
full_rebuild,in_distribution,389,0.3,234.298203,48,51,51,169.876862
full_rebuild,in_distribution,390,0.1,6326.265625,16,59,59,202.989319
full_rebuild,in_distribution,391,0.2,7706.483398,16,56,56,175.046677
full_rebuild,in_distribution,392,0.4,5738.824219,16,55,55,174.344437
full_rebuild,in_distribution,393,0.4,5721.709961,16,51,51,171.989426
full_rebuild,in_distribution,394,0.3,5661.375977,32,51,51,169.453751
full_rebuild,in_distribution,395,0.7,7648.574219,48,60,60,163.139328
full_rebuild,in_distribution,396,0.1,6561.251953,16,51,51,204.924744
full_rebuild,in_distribution,397,0.4,281.707245,71,55,55,210.158035
full_rebuild,in_distribution,398,0.2,6349.736328,48,53,53,187.567566
full_rebuild,in_distribution,399,0.3,6689.551758,16,58,58,174.618683
full_rebuild,in_distribution,400,0.6,6796.060547,16,53,53,174.624313
full_rebuild,in_distribution,401,0.5,6593.240723,23,52,52,175.043793
full_rebuild,in_distribution,402,0.3,7448.691406,16,54,54,181.487671
full_rebuild,in_distribution,403,0.2,8295.500977,45,59,59,189.804657
full_rebuild,in_distribution,404,0.2,6751.744629,32,50,50,186.113434
full_rebuild,in_distribution,405,0.1,6433.666016,16,51,51,196.481247
full_rebuild,in_distribution,406,0.5,5431.52832,47,57,57,182.718216
full_rebuild,in_distribution,407,0.6,7665.081543,32,55,55,185.861679
full_rebuild,in_distribution,408,0.3,5569.62793,48,55,55,163.098083
full_rebuild,in_distribution,409,0.3,7008.25,32,55,55,192.642685
full_rebuild,in_distribution,410,0.2,6607.81543,32,50,50,174.239349
full_rebuild,in_distribution,411,0.4,5973.567383,16,54,54,173.214508
full_rebuild,in_distribution,412,0.3,6378.310059,48,68,68,174.948456
full_rebuild,in_distribution,413,0.2,7907.649902,16,52,52,176.198944
full_rebuild,in_distribution,414,0.4,5746.568359,16,53,53,175.037643
full_rebuild,in_distribution,415,0.2,6413.368164,32,52,52,162.789642
full_rebuild,in_distribution,416,0.5,7397.152832,32,58,58,192.978455
full_rebuild,in_distribution,417,0.4,6112.223633,48,63,63,185.241318
full_rebuild,in_distribution,418,0.2,284.536926,48,53,53,206.49472
full_rebuild,in_distribution,419,0.2,7206.734375,32,53,53,203.422348
full_rebuild,in_distribution,420,0.2,5729.868164,16,52,52,199.376465
full_rebuild,in_distribution,421,0.3,6890.225586,15,74,74,166.695435
full_rebuild,in_distribution,422,0.1,224.491089,32,52,52,171.268234
full_rebuild,in_distribution,423,0.3,8474.179688,32,68,68,164.087387
full_rebuild,in_distribution,424,0.1,7523.972168,32,50,50,216.906769
full_rebuild,in_distribution,425,0.2,5634.552246,48,53,53,199.788528
full_rebuild,in_distribution,426,0.3,7332.979004,16,52,52,172.407333
full_rebuild,in_distribution,427,0.5,6724.508789,64,63,63,192.04039
full_rebuild,in_distribution,428,0.3,7336.905762,32,58,58,176.652344
full_rebuild,in_distribution,429,0.5,5648.151367,16,62,62,157.742722
full_rebuild,in_distribution,430,0.3,6019.245117,48,51,51,198.413467
full_rebuild,in_distribution,431,0.2,5845.464355,32,50,50,160.195694
full_rebuild,in_distribution,432,0.3,7285.33252,16,62,62,188.629425
full_rebuild,in_distribution,433,0.4,221.067551,64,69,69,189.677551
full_rebuild,in_distribution,434,0.2,5977.925781,16,53,53,184.439926
full_rebuild,in_distribution,435,0.5,5611.933105,30,60,60,166.649826
full_rebuild,in_distribution,436,0.1,7075.850586,32,53,53,194.845886
full_rebuild,in_distribution,437,0.5,5655.926758,16,54,54,145.815918
full_rebuild,in_distribution,438,0.4,5717.47168,32,52,52,196.660873
full_rebuild,in_distribution,439,0.2,5609.637695,32,73,73,200.157684
full_rebuild,in_distribution,440,0.3,7234.023926,32,54,54,188.89325
full_rebuild,in_distribution,441,0.2,5944.271484,16,53,53,191.687454
full_rebuild,in_distribution,442,0.6,6400.478516,32,50,50,169.331619
full_rebuild,in_distribution,443,0.2,7808.716309,16,69,69,179.551086
full_rebuild,in_distribution,444,0.5,5877.509766,32,55,55,175.215256
full_rebuild,in_distribution,445,0.1,5338.037598,64,59,59,177.500488
full_rebuild,in_distribution,446,0.2,8312.618164,16,50,50,189.921524
full_rebuild,in_distribution,447,0.5,6508.416504,16,55,55,165.142914
full_rebuild,in_distribution,448,0.1,5259.161621,31,56,56,180.346802
full_rebuild,in_distribution,449,0.5,6216.040527,16,53,53,167.551895
full_rebuild,in_distribution,450,0.2,5683.218262,16,52,52,179.18338
full_rebuild,in_distribution,451,0.3,230.964417,32,53,53,176.72644
full_rebuild,in_distribution,452,0.4,6393.211914,16,51,51,158.672241
full_rebuild,in_distribution,453,0.3,7384.436523,16,53,53,160.480453
full_rebuild,in_distribution,454,0.5,6334.490723,16,54,54,176.955688
full_rebuild,in_distribution,455,0.2,5685.152344,16,50,50,171.095566
full_rebuild,in_distribution,456,0.3,6817.932617,80,52,52,169.573975
full_rebuild,in_distribution,457,0.1,5707.306641,47,52,52,175.949493
full_rebuild,in_distribution,458,0.4,8169.398926,32,53,53,160.071365
full_rebuild,in_distribution,459,0.3,6241.341797,16,66,66,176.994675
full_rebuild,in_distribution,460,0.3,6587.76709,16,56,56,165.670349
full_rebuild,in_distribution,461,0.4,6651.07666,16,51,51,160.198914
full_rebuild,in_distribution,462,0.1,5809.621582,16,54,54,192.090897
full_rebuild,in_distribution,463,0.6,6759.280273,32,71,71,174.691223
full_rebuild,in_distribution,464,0.2,8870.27832,16,50,50,172.314636
full_rebuild,in_distribution,465,0.3,6069.791992,32,55,55,152.060272
full_rebuild,in_distribution,466,0.5,6873.994629,59,53,53,156.529022
full_rebuild,in_distribution,467,0.4,5619.97998,16,52,52,152.631927
full_rebuild,in_distribution,468,0.4,8218.514648,16,64,64,178.925598
full_rebuild,in_distribution,469,0.1,6235.213867,16,70,70,197.822815
full_rebuild,in_distribution,470,0.2,262.829865,48,74,74,181.469818
full_rebuild,in_distribution,471,0.2,7824.874512,32,51,51,171.885773
full_rebuild,in_distribution,472,0.3,6462.125977,32,51,51,175.377502
full_rebuild,in_distribution,473,0.0,6198.862305,64,53,53,199.784576
full_rebuild,in_distribution,474,0.2,6337.996582,16,60,60,186.51268
full_rebuild,in_distribution,475,0.3,8068.057129,46,58,58,175.426575
full_rebuild,in_distribution,476,0.5,6955.682617,32,51,51,205.589401
full_rebuild,in_distribution,477,0.3,7234.08252,32,53,53,185.818817
full_rebuild,in_distribution,478,0.3,6226.797852,32,60,60,181.356415
full_rebuild,in_distribution,479,0.3,7708.68457,16,53,53,187.515854
full_rebuild,in_distribution,480,0.6,5471.557129,32,54,54,166.150864
full_rebuild,in_distribution,481,0.4,5675.892578,16,55,55,203.408783
full_rebuild,in_distribution,482,0.2,7898.484863,16,52,52,197.727127
full_rebuild,in_distribution,483,0.0,7741.675293,32,56,56,170.449829
full_rebuild,in_distribution,484,0.1,6742.19873,16,53,53,180.016479
full_rebuild,in_distribution,485,0.4,6039.148926,16,73,73,168.235611
full_rebuild,in_distribution,486,0.2,5560.366211,16,52,52,167.957565
full_rebuild,in_distribution,487,0.2,7387.662598,16,63,63,168.396667
full_rebuild,in_distribution,488,0.1,5558.962891,32,50,50,194.712982
full_rebuild,in_distribution,489,0.3,7955.157715,16,56,56,164.753387
full_rebuild,in_distribution,490,0.3,5953.126953,48,54,54,198.304901
full_rebuild,in_distribution,491,0.3,6322.089844,32,61,61,177.152985
full_rebuild,in_distribution,492,0.3,5803.408203,32,58,58,192.217117
full_rebuild,in_distribution,493,0.1,6483.072266,48,54,54,176.068039
full_rebuild,in_distribution,494,0.4,6042.924316,32,55,55,194.566269
full_rebuild,in_distribution,495,0.4,7824.501953,16,60,60,169.44986
full_rebuild,in_distribution,496,0.4,6484.986328,16,55,55,155.525574
full_rebuild,in_distribution,497,0.2,6940.094727,16,63,63,189.584045
full_rebuild,in_distribution,498,0.4,6908.66748,32,65,65,194.833237
full_rebuild,in_distribution,499,0.1,6869.0625,48,56,56,159.459869
full_rebuild,in_distribution,500,0.3,7186.508301,32,53,53,182.632004
full_rebuild,in_distribution,501,0.3,5721.80957,16,64,64,194.972763
full_rebuild,in_distribution,502,0.5,7507.392578,16,65,65,165.867828
full_rebuild,in_distribution,503,0.1,5912.898438,32,64,64,177.93103
full_rebuild,in_distribution,504,0.2,5779.926758,64,51,51,181.923904
full_rebuild,in_distribution,505,0.5,7110.165527,16,55,55,182.773712
full_rebuild,in_distribution,506,0.2,5942.363281,16,53,53,175.756073
full_rebuild,in_distribution,507,0.3,8294.863281,16,54,54,179.070755
full_rebuild,in_distribution,508,0.1,7708.225586,16,55,55,180.460632
full_rebuild,in_distribution,509,0.2,8642.418945,32,62,62,175.249084
full_rebuild,in_distribution,510,0.2,6357.507812,64,55,55,172.732666
full_rebuild,in_distribution,511,0.2,5560.893066,16,53,53,204.879883
full_rebuild,in_distribution,512,0.7,6846.972656,16,55,55,165.467743
full_rebuild,in_distribution,513,0.4,198.757248,16,52,52,187.044312
full_rebuild,in_distribution,514,0.3,6464.821777,16,68,68,177.399536
full_rebuild,in_distribution,515,0.4,6745.132812,48,50,50,189.352768
full_rebuild,in_distribution,516,0.1,6075.527344,48,51,51,192.543259
full_rebuild,in_distribution,517,0.4,7585.031738,16,63,63,175.629837
full_rebuild,in_distribution,518,0.3,6161.927246,16,56,56,188.039185
full_rebuild,in_distribution,519,0.5,6572.185547,63,57,57,202.115021
full_rebuild,in_distribution,520,0.5,5613.791992,32,55,55,175.227051
full_rebuild,in_distribution,521,0.4,8063.737305,48,51,51,216.602997
full_rebuild,in_distribution,522,0.6,270.178741,16,53,53,196.44783
full_rebuild,in_distribution,523,0.3,6608.885254,16,50,50,176.207672
full_rebuild,in_distribution,524,0.2,5876.78125,48,52,52,168.890335
full_rebuild,in_distribution,525,0.5,6691.358887,48,67,67,171.575378
full_rebuild,in_distribution,526,0.4,5932.540039,48,61,61,155.12056
full_rebuild,in_distribution,527,0.5,7970.439941,15,67,67,189.470535
full_rebuild,in_distribution,528,0.3,6419.017578,32,55,55,186.10788
full_rebuild,in_distribution,529,0.6,6762.767578,16,57,57,170.269409
full_rebuild,in_distribution,530,0.5,6074.178711,32,52,52,171.269379
full_rebuild,in_distribution,531,0.3,6338.799805,16,58,58,167.184982
full_rebuild,in_distribution,532,0.5,260.799805,16,62,62,163.957916
full_rebuild,in_distribution,533,0.2,5402.153809,16,62,62,186.404221
full_rebuild,in_distribution,534,0.5,6603.346191,48,59,59,169.456833
full_rebuild,in_distribution,535,0.3,7644.499512,32,58,58,185.117722
full_rebuild,in_distribution,536,0.2,6354.722168,48,52,52,157.825195
full_rebuild,in_distribution,537,0.5,6592.286621,31,64,64,171.995209
full_rebuild,in_distribution,538,0.5,6911.569824,48,58,58,168.465164
full_rebuild,in_distribution,539,0.2,8521.995117,16,61,61,160.525589
full_rebuild,in_distribution,540,0.3,6199.611816,16,60,60,194.990616
